RecallID,RecallNumber,RetailerFirm
1598,14082,The Home Depot stores nationwide from August 2013 through October 2013 for between $70 and $90.
1790,14710,"Honda brand lawnmowers were sold at Honda Power Equipment dealers and Home Depot stores nationwide from January 2013 through December 2013 for between $580 and $780. Columbia brand lawnmowers were sold at Beaver Valley Supply, Denver, Colo; Lawn Equipment Parts Co, Inc., Marietta, Penn. and at Smiths South-Central Sales Co., Spring Hill, La. from January 2013 through December 2013 for $500."
1596,14080,Sears and Kmart stores nationwide from September 2013 through November 2013 for between $35 and $40.
1789,14709,Pegasus Sporting Goods and Upper 90 Soccer + Sport between August and December 2013 for about $50.
1788,14708,"Arctic Cat dealers nationwide from September 2013 to January 2014 for between $7,800 and $9,000."
1595,14079,"Specialty bicycle retailers nationwide from May 2013 to December 2013 for between $285 and $581 for the disc or rim brakes. Bicycles sold with the SRAM disc or rim range from $2,500 to $7,500."
1787,14707,"Sold by Cybex or its distributors directly to gyms from December 2008 through September 2013 for about $1,100."
1594,14077,"Plumbing and heating wholesale distributors nationwide from July 2012 through Feb. 2013 for between $1,600 and $3,200."
1593,14076,"Plumbing and heating wholesale distributors nationwide from December 2005 through February 2013 for between $1,700 and $4,900."
1786,14706,Online at www.schooloutfitters.com from June 2013 through September 2013 for about $190 to $220.
1592,14075,Walmart stores nationwide and online at www.walmart.com from May 2013 through November 2013 for about $50.
1591,14074,Specialty watersports stores worldwide from August 2013 through December 2013 for about $180.
1589,14072,Independent specialty juvenile retailers and online at Joovy.com between May 2012 and August 2013 for about $25.
1590,14073,"Authorized Specialized Bicycle dealers in the United States from October 2011 to September 2013 from about $2,000 to 2,700."
1785,14705,"To schools and other facilities with playground equipment nationwide from February 2011 through November 2013 for about $4,350."
1588,14071,"Hallmark and Yankee Candle retail stores nationwide, Yankee Candle catalogs and online at Yankeecandle.com from September 2013 through October 2013 for between $8 and $10."
1585,14067,Academy Sports + Outdoors stores and online at www.academy.com from August 2012 through October 2013 for about $28.
1587,14070,Major retailers and specialty stores nationwide and online at Amazon.com and ebay.com from May 2012 through November 2013 for about $8 a set.
1586,14069,"Burlington Coat Factory, Target, Walmart, juvenile product, baby and discount stores nationwide and online at Amazon.com from June 2004 through December 2008 and January 2010 in Canada for about $40 for the basic model and $60 for the deluxe model."
1584,14066,Red Wing stores and other shoe stores from December 2012 through November 2013 for between $185 and $340.
1582,14063,"Bicycle retailers nationwide between August 2012 and October 2013 as original equipment on bicycles priced from about $2,000 to $4,400. Products sold for aftermarket use for about $600 to $650."
1583,14065,"Commercial customers for use in foodservice establishments, at the Libbey Outlet Store in Shreveport, Louisiana and at various independent liquor stores nationwide from January 2013 through November 2013 for between $1 and $4 per glass."
1581,14061,"Best Buy stores nationwide and online at Amazon.com, bestbuy.com, Google Play at play.google.com, and HP Shopping at shopping.hp.com from October 2013 through November 2013 and included with the Chromebook 11 which sold for about $280."
1571,14050,Burlington Coat Factory stores nationwide January 2012 through August 2013 for about $20.
1579,14058,Menards stores nationwide and online at www.menards.com from September 2013 through November 2013 for about $300.
1580,14059,"Meijer, Walmart and other retail stores nationwide and online at Amazon.com from June 2009 to October 2013 for about $5."
1577,14056,Amazon.com from February 2012 through September 2013 for about $9
1578,14057,Hobby Lobby Stores nationwide from March 2013 to August 2013 for about $180.
1574,14053,Lowe?s stores nationwide between June 2013 and September 2013 for about $1 a square foot.
1575,14054,"ABC Warehouse, ALCO Stores Inc., Fry?s Electronics, h.h. gregg, Nebraska Furniture Mart, P.C. Richard & Son, Sears/Kmart, Stanford Electronics, Toys R Us, online at BestBuy.com, bestbuy.dtdeals.com, dealtree.com and techliquidators.com, and online and by catalog at homeatfive.com, seventhavenue.com and wards.com, and other stores and sites nationwide, from August 2011 through November 2013 for between $170 and $260."
1576,14055,"Bicycle stores nationwide from July 2012 through December 2013 for between $3,400 and $6,300, and for custom models between $4,000 and $15,000."
1572,14051,Burlington Coat Factory stores nationwide October 2010 through August 2013 for about $15.
1570,14049,"Toys R Us and other stores nationwide, and online at toysrus.com from February 2008 through August 2013 for between $1,300 and $1,800 as part of a play system, or between $275 and $370 for the slide only."
1566,14045,"Exmark dealers nationwide from November 2012 through October 2013 for about $1,800."
1568,14047,"Authorized efco dealers at both retail stores and online, and Menards stores between June 2009 and July 2013 for about $400."
1569,14048,"Pest control companies and pest control product distributors nationwide, including Atlantic Pest Solutions, Bedbug Central, Bedbug Supply, Broadway Exterminating, Dana Pest Control, Do My Own Pest Control, Grainger, MandM Environmental Isotech, K-9 Sweeps, Orkin, Pestaway, Round-the-Clock Pest Control, Steritech, Stern Environmental, Tallman Scientific, Univar and US Bedbugs from October 2009 through January 2013 for between $300 and $330 for the system and $53 for the heater when sold separately."
1567,14046,"Toro dealers nationwide from November 2012 through October 2013 for between $999 and $1,799."
1565,14044,Independent PERS distributors and dealers nationwide from June 2013 through August 2013 for about $45.
1564,14043,Academy Sports + Outdoors stores and on the firm?s website www.academy.com between September 2013 and October 2013 for about $20.
1562,14039,"Specialty toy and baby stores nationwide, in Canada and online at www.manhattantoy.com from September 2011 through October 2013 for about $15"
1784,14704,"Lowe?s Stores nationwide between January 2013 and May 2013 for about $3,000."
1560,14037,Sporting goods stores nationwide and online at K2skates.com from March 2010 through September 2013 for about $200.
1561,14038,Specialty bicycle retailers nationwide from September 2012 to November 2013 for approximately $380 as an aftermarket installation. They were also sold as original equipment on new high-end bicycles.
1563,14040,Burlington Coat Factory in August 2013 for about $10.
1558,14035,"Plumbing and heating wholesale distributors nationwide from May 2005 through July 2013 for between $4,000 and $6,700."
1559,14036,"Best Buy Furniture, Takoma Park, Md.; Capital Discount, Washington, D.C.; Carolina Furniture, Hyattsville, Md.; Easy Buy Furniture, Washington, D.C. and Value Furniture, Bladensburg, Md. from November 2011 through July 2012 for about $100."
1555,14031,"Meijer Stores in Illinois, Indiana, Kentucky, Michigan and Ohio from April 2013 to July 2013 for between $6 and $9."
1554,14030,Specialty outdoor stores worldwide and online at www.backcountryaccess.com from August 2011 through October 2013 for between $499 and $750.
1557,14033,"Independent bicycle retailers and specialty outdoor retailers nationwide and online at Amazon.com, Biketrailershop.com and other websites from November 2011 through September 2013. Individual racks sold for $65 and Kazoo and Piccolo trailercycles with Tailwind Racks sold for $300 and $350 respectively."
1556,14032,Online at Zullily.com and Gilt.com from January 2012 to May 2012 for about $20.
1550,14026,Children?s boutiques nationwide from September 2012 through August 2013 for about $25.
1553,14029,"Belk, Best Buy, Dillards, J.C. Penney, Macy?s, Sears, Williams-Sonoma and other stores nationwide, and online at Amazon.com and Zappos.com from October 2012 through June 2013 for about $100."
1551,14027,"ElliptiGO Inc. online at elliptigo.com and through various specialty bicycle and specialty fitness retailers nationwide from April 2011 through October 2013 for about $1,800 to $3,500."
1549,14024,"Northern Tool Equipment, Pep Boys and Tractor Supply Company from February 2010 to September 2013 for about $650."
1548,14023,"Appliance and specialty stores nationwide from November 2012 through May 2013 for between $5,400 and $6,400."
1546,14020,Toys R Us stores nationwide and online at ToysRUs.com from February 2013 to August 2013 for about $130.
1783,14703,"Authorized Club Car dealers nationwide in June 2013 for between $5,000 and $8,000"
1547,14022,Christmas Tree Shops and And That! stores from July 2013 through October 2013 for about $70.
1545,14019,"Online only through K-Mart, Sears, Toys R Us and Walmart from October 2011 through June 2013 for about $130."
1544,14018,Babycottons boutiques nationwide from February 2013 through July 2013 for $48.
1543,14017,L.L. Bean retail stores nationwide from June 2013 through September 2013 for about $30.
1542,14016,"Dania Furniture and Room and Board Furniture stores nationwide and online at Roomandboard.com from January 2008 through December 2011 for between $1,500 and $1,700."
